#Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs,Pointings,RA_pointing,DEC_pointing,RA_SN,DEC_SN,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC
LSQ14act,0.058357,2MASXJ15594517-1027126,LSQ14act,Ia,978030,PGC978030/6dFJ1559452-102713/2MASXJ15594517-1027126,G,15.9502279,-10.3125546,B155700.8-101845,15.9958771,-10.4534581,J155945.2-102712,359.9775958,30.8829175,144.7620813,39.3431186,0,,,,,,,,0.5,0.096,0.15,0.028,99.0,,,,,17.8,0.5,,,,,12.833,0.478,,,,,,,,,,,,,,,,17777.4,39.3,17777.4,39.3,1.16,,45.87,0.02,,16.462,,,24.04,,,,,17751.8,17788.6,17869.0,17896.8,37.116,0.061,,,37.116,0.061,-20.654,0.504,1.0,15:59:44.68,-10:26:39.95,15:59:44.65,-10:26:40.8,P98,15:59:45.16,-10:27:12.45,-7.61340000001,31.64916
LSQ14aeg,0.064452,2MASXJ10193682+1933131,LSQ14aeg,Ia,1596732,SDSSJ101936.80+193313.5/SDSSJ101936.79+193313.5/SDSSJ101936.79+193313.4/PGC1596732/2MASXJ10193682+1933131,G,10.281333,19.8050783,B101652.8+194818,10.3268916,19.5536973,J101936.8+193313,216.9714722,54.477052,83.1409927,-28.5822482,0,E,,,,,-5.0,3.0,0.478,0.1,0.09,0.028,179.75,20.914,0.184,18.738,0.025,17.286,0.354,,,15.915,0.06,13.459,0.06,,,,,,,,,,,,,,,,19388.6,3.7,19388.6,3.7,0.125,0.0,52.98,0.03,0.494,16.87,,,23.537,,,,,19268.3,19309.1,19442.4,19711.1,37.306,0.056,,,37.306,0.056,-20.435,0.359,1.0,10:19:36.80,19:33:14.31,10:19:36.79,+19:33:20.3,P98,10:19:36.81,19:33:13.31,-0.296399999968,6.98972
LSQ14age,0.080451,PGC937943,LSQ14age,Ia,937943,PGC937943,G,13.3581257,-13.1809435,B132129.3-131051,13.4023905,-13.4413834,J132408.6-132629,315.0203635,48.6612263,131.3748147,3.1951105,1,,,,,,,,0.46,0.102,0.16,0.028,175.0,,,,,17.96,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.287,,47.21,0.02,,17.673,,,24.0,,,,,,,,,,,,,,,,,1.0,13:24:08.55,-13:26:29.22,13:24:08.60,-13:26:25.9,P98,13:24:08.61,-13:26:28.98,-0.0869999998827,3.08024
LSQ14ahm,0.05,PGC953531,LSQ14ahm,Ia,953531,PGC953531/2MASSJ11411993-1223258,G,11.6465022,-12.112995,B113847.4-120647,11.6888615,-12.3903593,J114119.9-122325,277.3954326,46.9757496,124.0107949,-20.8060951,0,,,,,,,,0.38,0.114,0.21,0.028,171.0,,,,,18.07,0.5,,,16.5,0.077,14.493,0.099,,,,,,,,,,,,,,,,,,,,0.139,,53.14,0.03,,17.931,,,23.71,,,,,,,,,,,,,,,,,1.0,11:41:22.67,-12:23:58.16,11:41:22.45,-12:23:57.5,P98,11:41:019.9,-12:23:25.29,38.2290000001,-32.20652
LSQ14xi,0.05,2MASXJ12304088-1346236,LSQ14xi,Ia,933459,PGC933459/6dFJ1230409-134624/2MASXJ12304088-1346236,G,12.4680653,-13.4971306,B122805.0-132950,12.5113517,-13.7732659,J123040.9-134624,295.269628,48.7894437,128.2251344,-9.4130831,0,S0-a,,,,,-1.0,2.0,0.7,0.073,0.37,0.028,75.0,,,,,16.51,0.5,,,14.755,0.075,12.462,0.076,,,,,,,,,,,,,,,,15223.2,39.3,15223.2,39.3,0.187,0.0,85.2,0.19,0.703,16.095,,,23.676,,,,,15014.4,15092.8,15202.6,15569.5,36.752,0.072,,,36.752,0.072,-20.657,0.505,1.0,12:30:40.92,-13:46:22.13,12:30:41.17,-13:46:21.9,P98,12:30:40.87,-13:46:23.76,4.55819999995,1.85724
PS1-14ra,0.027731,IC1044,PS1-14ra,Ia,52477,SDSSJ144129.02+092551.3/PGC052477/MCG+02-37-029/IC1044/CGCG075-111/2MASXJ14412901+0925515,G,14.6506895,9.6439701,B143902.5+093838,14.6913966,9.4309261,J144129.0+092551,3.8805804,58.5828581,113.9782749,28.0228043,0,S0-a,B,R,,,0.0,2.0,1.18,0.152,0.254,0.081,1.34,21.907,0.69,15.838,0.0080,14.767,0.337,,,13.314,0.082,10.823,0.058,,,,,,,,,,,,,,,,8419.6,3.2,8419.6,3.2,0.115,0.099,63.39,0.04,1.181,14.426,,,24.257,,,,,8403.3,8438.4,8580.6,8633.0,35.488,0.126,,,35.488,0.126,-21.062,0.36,1.0,14:41:29.04,9:25:52.23,14:41:28.44,+09:25:58.7,P98,14:41:29.03,09:25:51.33,-8.81640000005,7.36604
PS15aez,0.052567,PGC1285465,PS15aez,Ia,1285465,SDSSJ110009.83+053348.5/PGC1285465/LAMOSTJ110009.83+053348.6/2MASXJ11000988+0533494,G,10.9595374,5.8320893,B105734.3+054956,11.002734,5.5635454,J110009.8+053349,247.0852483,55.8562889,102.1324849,-25.724948,0,Sb,,,,,2.7,3.0,0.501,0.121,0.215,0.031,16.01,,,18.382,0.039,17.064,0.5,,,15.923,0.17,13.632,0.127,,,,,,,,,,,,,,,,15814.1,60.0,15814.1,60.0,0.113,0.303,55.26,0.03,0.503,16.529,,,22.964,,,,,15636.7,15698.0,15827.0,16175.0,36.845,0.069,,,36.845,0.069,-20.317,0.505,1.0,11:00:09.81,5:33:49.56,11:00:09.78,+05:33:48.5,P98,11:00:09.84,05:33:48.76,-0.93599999999,-0.26344
PS15mb,0.029103,SDSSJ085940.13+151113.6,PS15mb,Ia,5076252,SDSSJ085940.13+151113.7/SDSSJ085940.13+151113.6,G,8.9481617,15.3824867,B085653.4+152257,8.9944809,15.1871285,J085940.1+151114,212.9613471,35.1234751,72.8383334,-46.3889138,0,,,,,,,,,,,,132.16,22.115,0.356,20.141,0.089,18.589,0.5,,,17.553,0.086,,,,,,,,,,,,,,,,,,8600.3,12.1,8600.3,12.1,0.16,,,,,18.343,,,,,,,,8458.9,8494.9,8586.8,8886.1,35.488,0.126,,,35.488,0.126,-17.145,0.516,1.0,8:59:38.65,15:11:19.25,08:59:40.13,+15:11:12.4,P98,08:59:40.13,15:11:13.66,-0.0186000000554,-1.2626
PS15mt,0.071,SDSSJ095444.27+231151.6,PS15mt,Ia,4217510,SDSSJ095444.27+231151.6,g,9.8653902,23.4344967,B095155.4+232604,9.9122964,23.197577,J095444.3+231151,208.4709582,50.0245615,75.9019222,-31.3170411,0,,,,,,,,0.339,0.428,0.156,0.1,0.54,,,19.986,0.076,19.139,0.5,,,18.185,0.071,,,,,,,,,,,,,,,,,,,,,,0.107,,46.75,0.02,,19.032,,,24.573,,,,,,,,,,,,,,,,,1.0,9:54:44.28,23:11:52.90,09:54:44.13,+23:11:52.8,P98,09:54:44.27,23:11:51.28,-2.05560000003,1.52280000001
PSNJ07250042+2347030,0.018,NGC2370,PSNJ07250042+2347030,Ia,20955,UGC03835/PGC020955/NGC2370/MCG+04-18-015/IRAS07220+2352/CGCG117-036/ADBSJ072502+2348/2MIG0977/2MASXJ07250166+2346597,G,7.3667629,23.8824605,B072200.3+235257,7.4171278,23.78325,J072501.7+234700,194.7125747,17.6273369,37.1259315,-49.8331528,0,SABb,B,,,,3.4,1.3,1.08,0.051,0.233,0.026,44.4,,,,,14.234,0.322,,,12.13,0.1,9.97,0.031,,,204.01,12.96,,,,,,,14.932,0.231,12.436,5500.0,7.9,5564.0,154.9,5500.2,6.0,0.261,0.355,56.82,0.03,1.095,13.577,,,22.973,243.75,15.62,14.902,1.325,5432.5,5437.8,5490.7,5667.2,34.505,0.198,,,34.505,0.198,-20.928,0.377,1.0,7:25:01.66,23:47:00.49,07:25:00.42,+23:47:03.0,P98,07:25:01.66,23:46:059.7,-18.6011999999,3.30000000001
PSNJ10292799+2200468,0.05445,UGC05691,PSNJ10292799+2200468/SN1991S,Ia/Ia,30908,UGC05691/SDSSJ102927.49+220028.5/PGC030908/MCG+04-25-025/CGCG124-030/AGC005691/2MASXJ10292745+2200285,G,10.4453102,22.2642061,B102643.1+221551,10.490965,22.007927,J102927.5+220029,214.0691104,57.4233138,82.1219942,-25.3431083,0,Sbc,,,,,3.9,2.5,0.987,0.093,0.107,0.056,132.18,23.185,0.885,16.508,0.408,15.479,0.284,,,14.118,0.092,11.87,0.298,,,179.62,19.15,,,,,,,15.967,0.42,,16317.0,8.5,16317.7,4.8,16317.6,2.2,0.117,0.173,39.88,0.02,0.993,15.082,,,23.957,280.14,30.85,15.946,0.864,16211.4,16249.5,16388.8,16635.8,36.923,0.066,36.987,0.023,36.98,0.022,-21.898,0.285,1.0,10:29:27.48,22:00:29.97,10:29:27.90/10:29:27.79,+22:00:46.5/+22:00:46.40,P98,10:29:27.47,22:00:28.54,6.38999999993/--,17.9628/--
PTF11qmo,0.055,2MASXJ10064866-0741124,PTF11qmo,Ia,3081694,PGC3081694/NPM1G-07.0273/6dFJ1006487-074113/2MASXJ10064866-0741124,G,10.071994,-7.4424168,B100419.2-072633,10.1135209,-7.6868342,J100648.7-074113,248.0846325,37.090161,112.4892372,-42.469581,0,,,,,,,,0.697,0.244,0.218,0.09,24.0,,,,,16.31,0.384,,,14.322,0.109,12.362,0.189,,,,,,,,,,,,,,,,16559.3,39.4,16559.3,39.4,0.201,,53.99,0.03,,15.944,,,23.536,,,,,16318.0,16389.2,16474.5,16914.9,36.935,0.066,,,36.935,0.066,-20.991,0.39,1.0,10:06:48.63,-7:41:12.52,10:06:49.76,-07:41:12.3,P98,10:06:48.68,-07:41:012.6,16.2714000001,0.30312
PTF11qpc,0.091,SDSSJ122005.45+092418.2,PTF11qpc,Ia,3477345,SDSSJ122005.46+092418.4/SDSSJ122005.45+092418.2,G,12.2923932,9.6825419,B121732.6+094057,12.3348478,9.4050977,J122005.5+092418,278.7962058,70.7933469,104.9804395,-5.7347612,0,,,,,,,,0.514,0.33,0.15,0.1,16.92,23.02,0.264,19.233,0.07,18.209,0.361,,,17.211,0.064,,,,,,,,,,,,,,,,,,26624.6,4.7,26624.6,4.7,0.096,,45.85,0.02,,17.847,,,24.52,,,,,26500.6,26556.2,26708.1,26963.7,38.021,0.041,,,38.021,0.041,-20.174,0.364,1.0,12:20:05.49,9:24:19.35,12:20:05.47,+09:24:12.1,P98,12:20:05.45,09:24:18.35,0.268800000038,-6.25172
PTF11qri,0.067347,PGC1034104,PTF11qri,Ia,1034104,PGC1034104,G,12.7419689,-6.0558356,B124431.1-060321,12.78508,-6.3287,J124706.3-061943,300.9795572,56.526624,122.0178761,-3.6044318,1,,,,,,,,0.5,0.096,0.25,0.028,166.0,,,,,17.74,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,,57.19,0.03,,17.635,,,23.98,,,,,,,,,,,,,,,,,1.0,12:47:06.33,-6:19:42.51,12:47:06.28,-06:19:49.7,P98,12:47:06.29,-06:19:43.32,-0.120000000106,-6.38
SN2011ha,0.094,2MASXJ03574051+1010130,SN2011ha,Ia,1375631,PGC1375631/2MASXJ03574051+1010130,G,3.9157104,10.0272134,B035456.6+100138,3.9612528,10.1702778,J035740.5+101013,179.8395201,-31.4549153,324.1145402,-39.0443122,0,,,,,,,,0.42,0.108,0.09,0.028,87.0,,,,,18.44,0.5,,,,,13.636,0.094,,,,,,,,,,,,,,,,28180.5,60.0,28180.5,60.0,0.694,,36.3,0.02,,17.464,,,24.28,,,,,28206.8,28169.7,28087.9,28058.1,38.135,0.039,,,38.135,0.039,-20.67,0.502,1.0,3:57:40.27,10:09:51.67,03:57:40.87,+10:09:55.2,P98,03:57:40.51,10:10:013.0,5.3988,-17.80008
SN2011jh,0.00779,SN2011jh,SN2011jh,Ia,5071875,SN2011JH,sn,12.7439753,-9.7902158,B124438.3-094725,12.7873333,-10.0630556,J124714.4-100347,301.2228399,52.7947704,125.6378767,-4.557731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12:47:11.65,-10:03:49.81,12:47:14.42,-10:03:47.3,P98,12:47:014.4,-10:03:047.0,0.301799999954,-0.299840000003
SN2013da,0.0216,SN2013da,SN2013da,Ia,5072081,SN2013DA,sn,13.716312,-7.0757557,B134258.7-070433,13.7600556,-7.3258333,J134536.2-071933,325.7057462,53.1340452,127.0748783,10.0505576,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13:45:36.21,-7:19:32.59,13:45:36.21,-07:19:32.6,P98,13:45:036.2,-07:19:033.0,0.147599999934,0.399880000002
SN2013cs,0.00924,ESO576-G017,SN2013cs,Ia,46097,PGC046097/MCG-03-34-032/HIPASSJ1315-17/ESOLV5760170/ESO576-017/6dFJ1315128-175800/2MASXJ13151278-1758006,G,13.2089481,-17.7027187,B131232.2-174210,13.2535518,-17.9668066,J131512.8-175801,310.8752894,44.5379591,135.0898286,-0.1676084,0,SABc,B,,,,7.0,0.6,1.109,0.039,0.051,0.024,,23.697,0.322,,,14.775,0.19,,,,,12.639,0.403,,,16.31,0.84,,,,,,,16.06,0.21,,2773.5,6.5,2976.0,42.8,2778.0,21.7,0.402,0.093,27.69,0.02,1.145,14.27,,,23.958,35.09,1.94,16.039,1.769,2585.2,2662.1,2763.2,3091.5,33.036,0.393,,,33.036,0.393,-18.766,0.436,1.0,13:15:13.15,-17:57:57.78,13:15:14.81,-17:57:55.6,P98,13:15:12.79,-17:58:000.5,30.3527999999,4.90376000001
SN2014dm,0.033,NGC1516B,SN2014dm/SN2018ezx,Ia/Ia,14516,VLG074B/PGC014516/NGC1525/NGC1516B/MCG-02-11-018/IRAS04057-0857,G,4.095475,-8.9669716,B040543.7-085801,4.1356211,-8.8351077,J040808.2-085006,201.0101275,-40.1629042,300.9576434,-48.7282873,0,Sc,,,,,6.0,0.5,1.1,0.133,0.0,0.081,,,,,,,,,,12.595,0.127,11.065,0.255,,,95.25,7.52,,,,,,,16.09,0.266,11.934,9924.0,10.9,9928.0,25.0,9924.6,7.2,0.203,0.0,0.0,0.02,1.119,,,,,,,16.069,,9864.4,9850.1,9738.7,9832.3,35.77,0.111,,,35.77,0.111,,,1.0,4:08:07.83,-8:49:52.57,04:08:07.13/04:08:08.08,-08:49:37.2/-08:49:59.4,P98,04:08:08.24,-08:50:06.39,-16.5893999999,29.18772
DUKST356059,0.0219,DUKST356059,ASASSN-15be,Ia,199597,2DFGRSS579Z185/DUKST356-059/PGC199597,G,2.8453397,-34.5179843,B025043.2-343105,2.879385,-34.3141049,J025245.8-341851,235.8841009,-63.0655561,265.4179051,-32.9151503,1,,,,,,,,0.59,0.085,0.14,0.028,176.0,,,,,17.095,0.375,,,16.26,0.092,13.02,0.576,,,,,,,,,,,,,,,,6565.0,64.0,6565.0,64.0,0.085,,44.48,0.02,,16.944,,,23.785,,,,,6470.8,6469.5,6309.3,6417.3,34.81,0.173,,,34.81,0.173,-17.866,0.413,1.0,02:52:45.81,-34:18:52.15,2:52:46.39,-34:18:52.53,P99,02:52:45.79,-34:18:50.78,9.059999999993806,-1.7523600000060924
ESO375-G041,0.006178,ESO375-G041,ASASSN-15hf,Ia,30905,2MASXJ10293100-3515354/6dFJ1029310-351536/ANTLIA_GROUP:[FS90]153/ESO375-041/ESOLV3750410/MCG-06-23-035/PGC030905/[RC2]A1027-35A,G,10.4543214,-35.0033137,B102715.6-350012,10.4919458,-35.2598103,J102931.0-351535,272.8131221,19.1803091,149.3066229,-38.4971788,0,E-S0,,,,,-2.6,0.6,1.071,0.061,0.486,0.046,146.5,20.412,0.473,15.22,0.03,14.685,0.246,,,12.683,0.096,10.583,0.082,,,,,,,,,,,,,,,,1748.8,31.0,1748.8,31.0,0.431,0.0,90.0,0.83,1.105,14.227,,,23.705,,,,,1443.9,1532.7,1562.8,2069.4,31.809,0.696,,,31.809,0.696,-17.582,0.738,1.0,10:29:31.03,-35:15:35.80,10:29:30.76,-35:15:35.20,P99,10:29:031.0,-35:15:35.32,-3.6732000000370135,0.11707999999259755
GALEXJ134316.80,,GALEXASCJ134316.80-313318.2,ASASSN-15hx,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13:43:16.76,-31:33:19.23,13:43:16.69,-31:33:21.55,P99,13:43:16.69,-31:33:21.55,--,--
GALEXJ150551.56,0.021,GALEXASCJ150551.56-053737.2,ASASSN-15bm,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15:05:51.57,-05:37:35.60,15:05:51.58,-5:37:37.05,P99,15:05:51.58,-5:37:37.05,--,--
P99-ANON-22,0.032,ASASSN-15HY,ASASSN-15hy,Ia-Pec,6727899,ASASSN-15HY,sn,20.1243791,-0.8875648,B200727.8-005315,20.1673193,-0.73925,J201002.3-004421,41.4977123,-17.7666423,256.5553611,65.2252731,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7494.8,60.0,7494.8,60.0,0.66,,,,,,,,,,,,,7688.4,7645.5,7604.5,7237.4,35.228,0.144,,,35.228,0.144,,,1.0,20:10:02.36,-00:44:22.05,20:10:02.35,-00:44:21.31,P99,20:10:02.35,00:44:021.3,0.007799999980306893,5322.61
GALEXJ232854.58,0.08,GALEXASCJ232854.58+085453.1,CSS121006:232854+085452,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23:28:54.51,+08:54:51.33,23:28:54.48,8:54:51.60,P99,23:28:54.48,8:54:51.60,--,--
GALEXJ234457.62,0.04,GALEXASCJ234457.62+032338.1,iPTF13dkl,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23:44:57.62,+03:23:38.43,23:44:57.99,3:23:40.30,P99,23:44:57.99,3:23:40.30,--,--
LCSBS0066P,0.053727,LCSBS0066P,iPTF14gnl,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,00:23:48.28,-03:51:18.68,0:23:48.33,-3:51:27.90,P99,0:23:48.33,-3:51:27.90,--,--
2XMMJ010241.5,0.057,2XMMJ010241.5-215248,LSQ13cmt,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,01:02:41.59,-21:52:44.47,1:02:41.95,-21:52:23.40,P99,1:02:41.95,-21:52:23.40,--,--
APMUKSB005813.4,0.061,2MASXJ01004062-1459494,LSQ14gde,Ia,917129,2MASXJ01004062-1459494/PGC917129,G,0.9698595,-15.2661845,B005811.5-151558,1.0112833,-14.9970556,J010040.6-145949,133.4442697,-77.6798581,282.3451538,-5.3377526,0,,,,,,,,0.72,0.071,0.59,0.028,1.0,,,,,17.68,0.5,,,16.06,0.073,13.393,0.179,,,,,,,,,,,,,,,,,,,,0.101,,79.17,0.09,,17.579,,,25.02,,,,,,,,,,,,,,,,,1.0,01:00:42.07,-14:59:39.08,1:00:42.49,-14:59:33.30,P99,01:00:40.62,-14:59:049.4,28.05179999999936,16.100160000002006
MCG-06-12-02,0.0559690,MCG-06-12-02,LSQ12fvl,Ia,16547,2MASXJ05005065-3839169/MCG-06-12-002/PGC016547/PGC131408,G,4.9857236,-38.7267909,B045908.6-384336,5.0140694,-38.6546944,J050050.6-383917,242.3876143,-37.3970943,248.3717223,-56.0479329,0,S0-a,,,,,-1.0,2.0,1.19,0.038,0.35,0.028,149.5,,,,,14.71,0.5,,,13.635,0.072,11.376,0.159,,,,,,,,,,,,,,,,16779.0,10.9,16779.0,10.9,0.092,0.0,80.31,0.1,1.185,14.367,,,24.33,,,,,16576.9,16608.1,16488.5,16793.3,36.935,0.066,,,36.935,0.066,-22.568,0.504,1.0,05:00:50.67,-38:39:15.70,5:00:50.04,-38:39:11.29,P99,05:00:50.65,-38:39:016.9,-9.147600000079592,5.6098399999939375
GALEXJ052259.58,0.112,GALEXASCJ052259.58-332755.3,LSQ12gln,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,05:22:59.47,-33:27:57.64,5:22:59.41,-33:27:51.32,P99,5:22:59.41,-33:27:51.32,--,--
2MASXJ11113635,0.068444,2MASXJ11113635-2127597,LSQ14asu,Ia,827897,2MASXJ11113635-2127597/6dFJ1111364-212760/PGC827897,G,11.1522805,-21.1946485,B110908.2-211141,11.1934318,-21.4665765,J111136.4-212800,274.0005417,35.7349067,132.5936796,-29.3231376,0,S0-a,,,,,-1.0,2.0,0.65,0.078,0.31,0.028,106.0,,,,,16.95,0.5,,,14.785,0.079,12.379,0.13,,,,,,,,,,,,,,,,20519.9,63.6,20519.9,63.6,0.188,0.0,73.86,0.06,0.656,16.454,,,23.878,,,,,20251.2,20336.6,20413.9,20878.1,37.415,0.054,,,37.415,0.054,-20.961,0.503,1.0,11:11:36.28,-21:27:59.10,11:11:35.94,-21:27:59.70,P99,11:11:36.35,-21:27:59.68,-6.217200000060075,-0.024600000001839817
ESO508-G016,0.047099,ESO508-G016,LSQ15alq,Ia,45613,2MASXJ13091875-2552054/6dFJ1309188-255206/ESO508-016/ESOLV5080160/PGC045613,G,13.1098879,-25.6018886,B130635.6-253607,13.1552138,-25.8681797,J130918.8-255205,307.9567775,36.829142,142.3050334,-3.6769573,0,Sab,B,,,,2.0,2.0,0.927,0.047,0.308,0.025,15.33,22.174,0.356,,,16.03,0.186,,,14.01,0.081,12.208,0.092,,,,,,,,,,,,,,,,14120.2,39.2,14120.2,39.2,0.337,0.369,65.46,0.04,0.946,15.183,,,23.972,,,,,13900.2,13982.4,14063.4,14427.5,36.582,0.077,,,36.582,0.077,-21.399,0.201,1.0,13:09:18.70,-25:52:05.62,13:09:18.56,-25:52:20.24,P99,13:09:18.77,-25:52:05.45,-3.145199999937631,-14.79308000000401
P99-ANON-20,0.068,LSQ15aja,LSQ15aja,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17:03:08.91,+12:27:42.75,17:03:08.91,12:27:41.60,P99,17:03:08.91,12:27:41.60,--,--
GALEXJ221646.26,0.06,GALEXASCJ221646.26+152124.1,LSQ14fmg,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22:16:46.24,+15:21:23.52,22:16:46.10,15:21:14.10,P99,22:16:46.10,15:21:14.10,--,--
2MASXJ22522347,0.03315,2MASXJ22522347-2036373,LSQ12fhs,Ia,839303,2MASXJ22522347-2036373/6dFJ2252234-203639/PGC839303,G,22.8283855,-20.8765703,B224942.2-205236,22.8731832,-20.6106328,J225223.5-203638,39.9517839,-62.0868938,266.2791268,21.3533317,0,,,,,,,,0.83,0.061,0.36,0.028,174.0,,,,,16.3,0.5,,,14.95,0.081,13.523,0.147,,,,,,,,,,,,,,,,9938.1,39.2,9938.1,39.2,0.146,,66.12,0.04,,16.055,,,24.19,,,,,10046.3,10004.9,9859.2,9611.1,35.798,0.11,,,35.798,0.11,-19.743,0.512,1.0,22:52:23.36,-20:36:37.68,22:52:23.45,-20:36:53.30,P99,22:52:23.46,-20:36:38.28,-0.14280000004873727,-15.021919999996669
P99-ANON-6,0.037,PS1-13eao,PS1-13eao,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,03:29:56.62,-28:46:19.57,3:29:56.35,-28:46:17.70,P99,3:29:56.35,-28:46:17.70,--,--
NGC881,0.017555,NGC0881,PTF11pra,Ia,8822,2MASXJ02184528-0638208/AGC420064/IRAS02160-0650/MCG-01-06-089/NGC0881/PGC008822,G,2.2711136,-6.8689379,B021616.0-065208,2.3125812,-6.6391421,J021845.3-063821,172.2441814,-60.8504207,295.5112731,-21.8979269,0,SABc,B,R,,,5.0,0.5,1.358,0.023,0.257,0.021,132.79,22.378,0.308,13.432,0.062,13.232,0.062,12.442,0.062,11.317,0.089,9.393,0.063,0.31,0.86,186.65,6.21,,,,,,,16.031,0.104,11.884,5252.9,4.4,5245.0,17.7,5252.4,3.2,0.126,0.436,58.25,0.03,1.359,12.642,0.109,0.68,23.273,219.49,7.39,15.999,3.357,5300.3,5257.2,5114.0,5007.8,34.352,0.212,,,34.352,0.212,-21.711,0.221,2.0,02:18:43.63/02:18:46.47,-06:37:55.37-06:38:38.07,02:18:45.81,-06:38:30.50,P99,02:18:45.29,-06:38:20.91,,
SDSSJ152512.43-014840.1,0.0277,SDSSJ152512.43-014840.1,iPTF14aje,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15:25:12.37,-01:48:39.72,15:25:12.07,-01:48:51.50,P99,1:00:00.00,-1:00:00.00,--,--
SDSSJ162243.02,0.035,SDSSJ162243.02+185733.8,iPTF13asv,Ia-91T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16:22:43.03,+18:57:35.96,16:22:43.16,18:57:35.60,P99,16:22:43.16,18:57:35.60,--,--
