#Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs,Pointings,RA_pointing,DEC_pointing,RA_SN,DEC_SN,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC
NGC7364,0.016228,NGC7364,PTF11qnr/SN2009kf/SN2006lc,Ia/II/Ib,69630,2MASXJ22442436-0009432/2MIG3083/6dFJ2244244-000943/AGC012174/CGCG379-002/MCG+00-58-001/NGC7364/NIBLES2474/PGC069630/SDSSJ224424.36-000943.4/SDSSJ224424.36-000943.5/SDSSJ224424.37-000943.4/SDSSJ224424.37-000943.5/UGC12174/UZC224154-00230/[EKS2015]RF0435,G,22.6973611,-0.4249797,B224150.5-002530,22.7401069,-0.1620814,J224424.4-000943,69.1304569,-49.290438,286.427561,31.2399188,0,S0-a,,R,,,0.2,1.1,1.217,0.034,0.167,0.026,66.14,21.298,0.211,15.092,0.083,13.356,0.365,,,12.02,0.22,9.503,0.049,,,181.47,5.93,,,159.66,4.92,0.205,0.0060,15.202,0.096,,4851.0,3.4,4845.5,1.2,4846.2,1.7,0.28,0.088,51.82,0.03,1.236,12.917,,,23.059,230.86,7.75,15.175,2.258,5050.9,4984.3,4869.6,4481.5,34.245,0.223,,,34.245,0.223,-21.328,0.427,1.0,22:44:24.35,-00:09:41.55,22:44:25.22/22:44:23.89/22:44:24.44,-00:10:02.00/-00:09:42.0/-00:09:53.8,P99,22:44:24.38,00:09:43.49,12.527399999885347/--/--,1185.4930399999998/--/--
GALEXJ152133.23,0.006461,GALEXASCJ152133.23-072657.0,SN2005cf,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15:21:33.26,-07:26:56.02,15:21:33.12,-7:26:57.10,P99,15:21:33.12,-7:26:57.10,--,--
P99-ANON-7,0.00488,NGC1371,SN2005ke,Ia-Pec,13255,2MASXJ03350135-2455591/2MASXJ03350135-2455592/6dFJ0335013-245560/ESO482-010/ESOLV4820100/HIPASSJ0335-24/IRAS03327-2505/LGG097:[G93]012/MCG-04-09-029/NGC1367/NGC1371/PGC013255/UGCA079,G,3.5479574,-25.0989104,B033252.6-250556,3.5837028,-24.9332222,J033501.3-245600,218.9543416,-53.3470147,276.8028375,-42.4747013,0,Sa,B,,,,1.1,0.3,1.688,0.02,0.175,0.02,134.47,21.797,0.361,12.071,0.098,11.591,0.098,10.691,0.098,,,7.673,0.114,0.49,0.935,182.52,4.4,,,,,,,13.266,0.135,,1463.2,3.1,1461.6,10.5,1463.1,2.1,0.113,0.164,51.95,0.03,1.691,11.296,0.425,0.83,23.571,231.77,5.73,13.238,1.942,1370.2,1366.2,1223.0,1345.6,31.252,0.887,31.888,0.06,31.888,0.06,-20.592,0.115,3.0,03:35:05.69/03:35:01.36/03:35:01.28,-24:56:31.22/-24:55:48.82/-24:56:47.99,3:35:04.35,-24:56:38.80,P99,03:35:01.33,-24:55:059.6,45.29879999999764,-39.20008000000763
P99-ANON-19,0.0141300,MCG-02-34-061,SN2007ca,Ia,47514,2MASXJ13310404-1506045/2MFGC10873/AGC530277/AGC530496/MCG-02-34-061/PGC047514/PGC915724,G,13.4731684,-14.8439723,B132823.4-145038,13.5177751,-15.1013279,J133104.0-150605,316.9459286,46.6892993,133.4621818,4.3043189,0,Sc,,,,,4.9,0.5,1.102,0.03,0.693,0.02,96.13,,,,,15.1,0.494,,,13.395,0.069,11.6,0.075,,,112.0,1.82,,,,,,,,,,4232.4,5.6,4217.0,3.1,4220.7,5.1,0.288,1.121,90.0,0.83,1.101,13.668,,,23.09,112.0,,,,4049.0,4121.7,4228.9,4523.3,33.951,0.257,34.15,0.04,34.15,0.04,-20.482,0.496,1.0,13:31:04.48,-15:06:02.28,13:31:05.81,-15:06:06.60,P99,13:31:03.99,-15:06:04.78,27.294600000050195,-1.8195600000026957
2MASXJ22144070,0.02622,2MASXJ22144070+0504435,SN2007cq,Ia,214810,2MASXJ22144070+0504435/PGC214810,G,22.2026453,4.829909,B221209.5+044948,22.2446389,5.07875,J221440.7+050444,67.3222104,-40.2944512,289.8309497,39.896405,0,,,,,,,,0.652,0.29,0.215,0.095,5.0,,,,,,,,,,,12.901,0.136,,,105.4,9.37,,,,,,,,,,7791.0,7.5,7764.6,60.0,7790.6,5.7,0.47,,53.68,0.03,,,,,,130.82,11.93,,,8021.5,7952.0,7858.2,7431.9,35.299,0.138,34.962,0.03,34.962,0.03,,,1.0,22:14:40.74,+05:04:43.35,22:14:40.41,5:04:48.60,P99,22:14:040.7,05:04:043.5,-4.3506000000661516,5.0999999999966406
GALEXJ032953.18,0.08,GALEXASCJ032953.18-280511.9,SN2009ku,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,03:29:53.25,-28:05:11.41,3:29:53.23,-28:05:12.12,P99,3:29:53.23,-28:05:12.12,--,--
IC1320,0.016548,IC1320,SN2009jr,Ia,64685,2MASXJ20262565+0254350/CGCG373-008/IC1320/IRAS20239+0244/MCG+00-52-009/PGC064685/UGC11560/UZC202354+02450,G,20.3984928,2.7449014,B202354.6+024442,20.440471,2.9096978,J202625.7+025435,46.9700024,-19.5601042,269.1365548,64.1169001,1,SBb,B,,,,2.9,0.7,1.03,0.05,0.242,0.025,87.19,,,,,14.443,0.32,,,,,10.713,0.038,,,145.27,6.5,,,,,,,16.18,0.092,13.495,4955.7,8.2,4961.1,7.9,4958.5,4.5,0.583,0.346,58.07,0.03,1.075,13.477,,,22.937,171.16,7.75,16.148,2.671,5172.1,5121.8,5077.9,4680.5,34.335,0.214,,,34.335,0.214,-20.858,0.385,1.0,20:26:25.73,+)2:54:36.71,20:26:26.03,2:54:32.10,P99,20:26:025.7,02:54:34.91,5.0160000000232685,-2.8120800000010604
IC1391,0.0300339,IC1391,SN2010dl,Ia,67002,2MASXJ21350042-0030407/6dFJ2135004-003041/CGCG376-010/IC1391/MCG+00-55-007/NPM1G-00.0564/PGC067002/SDSSJ213500.38-003041.1/SDSSJ213500.39-003041.1/SDSSJ213500.39-003041.2,G,21.5406088,-0.7350378,B213226.2-004406,21.583445,-0.5114313,J213500.4-003041,53.9570023,-35.9207746,277.8746001,47.3083176,0,E,,,,,-5.0,2.0,0.804,0.062,0.112,0.026,84.0,22.405,0.584,17.22,0.177,15.85,0.359,,,14.21,0.18,12.382,0.08,,,,,,,,,,,,,,,,9040.3,6.0,9040.3,6.0,0.165,0.0,60.54,0.03,0.826,15.549,,,23.729,,,,,9251.5,9192.4,9106.0,8705.5,35.623,0.119,,,35.623,0.119,-20.074,0.378,1.0,21:35:00.38,-00:30:39.96,21:35:00.97,-00:30:47.80,P99,21:35:000.4,00:30:41.15,8.519999999771244,3688.9526799999994
P99-ANON-23,0.0270000,SDSSJ211222.68-074913.9,SN2011gf,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,21:12:23.22,-07:49:07.83,21:12:24.27,-7:48:52.10,P99,21:12:24.27,-7:48:52.10,--,--
P99-ANON-25,0.04,2MASXJ23024668+0848186,SN2011io,Ia,1354027,2MASXJ23024668+0848186/PGC1354027,G,23.0043222,8.5357415,B230015.6+083209,23.0463219,8.8051281,J230246.8+084818,82.9034881,-45.4541393,297.8626832,29.2699178,1,,,,,,,,0.56,0.088,0.13,0.028,123.0,,,,,17.14,0.5,,,,,12.425,0.044,,,,,,,,,,,,,,,,11991.7,60.0,11991.7,60.0,0.333,,43.01,0.02,,16.687,,,23.68,,,,,12225.1,12149.0,12045.5,11622.1,36.234,0.091,,,36.234,0.091,-19.546,0.508,1.0,23:02:46.96,+08:48:15.95,23:02:47.60,8:48:09.80,P99,23:02:46.76,08:48:18.46,12.617400000272028,-8.661159999997636
P99-ANON-4,0.035,2MASXJ02305208+2228326,SN2012fk,Ia,3639204,2MASXJ02305208+2228326,G,2.467124,22.2544653,B022801.6+221516,2.5144667,22.4757222,J023052.1+222833,151.1938914,-34.8812407,325.5316713,-14.9379165,0,,,,,,,,,,,,70.0,,,,,,,,,,,12.916,0.09,,,,,,,,,,,,,,,,,,,,0.711,,,,,,,,,,,,,,,,,,,,,,,,,1.0,02:30:51.04,+22:28:33.28,2:30:52.04,22:28:45.90,P99,02:30:52.08,22:28:032.6,-0.6017999999897938,13.300079999996228
P99-ANON-21,0.0187,ESO234-G019,SN2012bl,Ia,64611,2MASXJ20235100-4821313/2MFGC15500/6dFJ2023510-482132/AGC033366/ESO234-019/ESOLV2340190/FGCE1465/HIPASSJ2023-48/PGC064611/RFGC3577,G,20.3377443,-48.5205804,B202015.9-483114,20.3975042,-48.3588169,J202351.0-482132,351.1440156,-34.9463016,222.2771343,22.9455235,0,Sbc,,,,,4.4,0.9,1.215,0.036,0.784,0.041,70.04,22.03,0.827,,,15.25,0.2,,,13.55,0.082,11.644,0.072,,,148.0,2.4,,,,,,,16.23,0.234,,5693.5,8.1,5562.6,34.1,5686.6,21.5,0.155,1.196,90.0,0.83,1.198,13.862,,,23.711,148.0,,15.404,1.542,5646.1,5660.6,5552.6,5538.2,34.537,0.196,,,34.537,0.196,-20.675,0.28,2.0,20:23:51.30/20:23:54.26,-48:21:27.75/-48:21:27.98,20:23:55.28,-48:21:17.30,P99,20:23:51.02,-48:21:31.74,63.973199999941244,14.440839999994637
ESO325-G043,0.034954,ESO325-G043,SN2013M,Ia,49827,2MASXJ13595763-3751490/ESO325-043/ESOLV3250430/MCG-06-31-010/PGC049827,G,13.9495277,-37.6215296,B135658.3-373718,13.9993417,-37.8636111,J135957.6-375149,317.570523,23.0526262,157.0915539,2.6540854,0,SABc,B,,,,4.9,0.5,1.17,0.032,0.082,0.026,110.98,23.058,0.31,,,14.4,0.2,,,,,10.597,0.217,,,178.3,8.07,,,,,,,15.8,0.092,,10477.1,6.2,10496.4,47.0,10477.4,5.1,0.366,0.14,34.88,0.02,1.201,13.836,,,23.831,311.77,14.81,15.778,1.942,10262.2,10342.2,10386.5,10719.9,35.908,0.104,,,35.908,0.104,-22.072,0.226,1.0,13:59:57.66,-37:51:49.23,13:59:56.68,-37:51:49.41,P99,13:59:57.63,-37:51:049.0,-14.251800000135972,-0.4100400000083937
P99-ANON-1,0.038,2MASXJ00281166+0710137,SN2014dk,Ia,3596248,2MASXJ00281166+0710137,g,0.4269256,6.8939861,B002536.9+065338,0.4699056,7.1704722,J002811.7+071014,112.7832452,-55.2426025,301.5992806,8.3559037,0,,,,,,,,,,,,,,,,,,,,,,,13.762,0.121,,,,,,,,,,,,,,,,,,,,0.133,,,,,,,,,,,,,,,,,,,,,,,,,1.0,00:28:11.82,+07:10:00.97,0:28:12.00,7:09:43.50,P99,00:28:11.66,07:10:013.7,5.0976000000027,-30.19991999999938
NGC6806,0.0191229,NGC6806,SN2014cr,Ia-02cx,63416,2MASXJ19370506-4217475/6dFJ1937051-421747/ESO338-015/ESOLV3380150/FAIR1162/HIPASSJ1937-42/IRAS19336-4224/MCG-07-40-003/NGC6806/PGC063416/VV411,G,19.5598743,-42.4090378,B193335.5-422433,19.6180708,-42.2965139,J193705.1-421747,356.6524706,-25.9195735,215.5307396,31.1899422,0,Sc,B,,,,5.0,0.9,1.088,0.038,0.105,0.024,52.15,22.228,0.223,,,13.707,0.1,13.187,0.1,,,10.852,0.132,,0.595,67.24,3.71,,,,,,,14.778,0.234,12.238,5729.0,5.3,6530.0,19.9,5781.6,140.3,0.388,0.18,39.13,0.02,1.12,13.107,,0.372,22.687,106.54,6.05,14.757,1.649,5759.8,5774.4,5690.8,5650.3,34.585,0.198,,,34.585,0.198,-21.478,0.222,1.0,19:37:05.10,-42:17:46.92,19:37:06.13,-42:17:50.49,P99,19:37:05.05,-42:17:47.45,16.126799999801733,-3.0399599999782367
NGC3464,0.01246,NGC3464,SN2015H,Ia-Pec,32778,2MASXJ10544007-2103596/AGC027596/ESO569-022/ESOLV5690220/FLASHJ105439.68-210354.5/HIPASSJ1054-21/IRAS10521-2047/IRAS10522-2047/LGG220:[G93]003/MCG-03-28-021/NGC3464/PGC032778/PGC833131/UGCA222,G,10.8704748,-20.7999414,B105213.7-204800,10.9111501,-21.066714,J105440.1-210400,269.5744033,34.1329331,131.6499955,-33.2062675,0,Sc,B,R,,,4.9,0.5,1.375,0.021,0.186,0.021,110.78,22.292,0.313,13.018,0.076,13.068,0.076,12.628,0.076,11.435,0.034,9.492,0.075,-0.06,0.47,164.08,2.61,,,,,,,14.524,0.169,12.258,3735.0,4.0,3751.4,43.5,3735.1,3.0,0.237,0.316,50.76,0.03,1.39,12.495,-0.132,0.325,23.332,211.86,3.5,14.498,2.003,3462.3,3547.0,3620.3,4093.0,33.614,0.3,,,33.614,0.3,-21.119,0.309,1.0,10:54:42.62,-21:04:23.80,10:54:42.16,-21:04:13.80,P99,10:54:40.14,-21:04:00.17,30.29459999994515,-13.629599999993047
SN2016ase,0.01404,ESO504-G009,SN2016ase,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11:42:34.65,-25:54:45.21,11:42:34.65,-25:54:45.22,P100,,,--,--
SN2016bas,0.009,ESO163-G11,SN2016bas,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7:38:05.80,-55:11:30.01,07:38:05.53,-55:11:47.00,P100,,,--,--
SN2016hbb,0.013323,UGC11289,SN2016hbb,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18:35:47.5, 22:28:14.02,18:35:47.17,+22:28:30.36,P100,,,--,--
SN2016hmq,0.0174,2MASXJ04250492-0733581,SN2016hmq,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4:25:04.9, -7:33:56.23,04:25:04.92,-07:33:56.22,P100,,,--,--
AT2016iaf,0.0,-,AT2016iaf,CV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5:47:04.70,-25:46:09.01,06:07:56.28,+19:34:06.56,P100,,,--,--
SN2016iyd,0.0351,SSTSL2J073710.03-521905.6,SN2016iyd,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7:37:09.76,-52:19:04.18,07:37:09.76,-52:19:04.19,P100,,,--,--
SN2016jga,0.0243,AM0204-600,SN2016jga,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2:05:38.64,-59:47:58.95,02:05:38.28,-59:47:58.92,P100,,,--,--
SN2017bif,0.0192,2MASXJ17262669-6032500,SN2017bif,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17:26:27.12,-60:32:39.73,17:26:27.12,-60:32:39.73,P100,,,--,--
SN2016jbu,0.00489,NGC2442,SN2016jbu,LBV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7:36:21.02,-69:33:11.60,07:36:25.96,-69:32:55.25,P100,,,--,--
SN2016iae,0.0040,NGC1532,SN2016iae,Ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4:12:05.53,-32:51:44.75,04:12:05.53,-32:51:44.7,P100,,,--,--
SN2016css,0.020004,ESO-400-G5,SN2016css,IIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,20:16:53.44,-36:59:42.00,P100,,,--,--
SN2016bmi,0.007455,IC4721,SN2016bmi,IIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,18:34:32.19,-58:31:44.80,P100,,,--,--
SN2016ieq,0.066,APMUKS(BJ)B211942.51-120949.1,SN2016ieq,IIn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,21:22:25.19,-11:56:54.82,P100,,,--,--
SN2016gkg,0.00492,NGC0613,SN2016gkg,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,01:34:14.46,-29:26:24.2,P100,,,--,--
SN2016ecm,0.05956,ANON,SN2016ecm,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,02:20:14.50,-40:53:05.0,P100,,,--,--
SN2016iye,0.03,NGC2466,SN2016iye,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,07:45:19.72,-71:24:17.90,P100,,,--,--
SN2017pn,0.014,ANON,SN2017pn,IIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,04:46:24.59,-11:59:18.25,P100,,,--,--
SN2016bev,0.011,ESO560-G013,SN2016bev,IIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,07:47:50.21,-18:44:12.80,P100,,,--,--
SN2016iyz,0.010556,IC2151,SN2016iyz,IIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,05:52:37.43,-17:47:13.02,P100,,,--,--
SN2016cdd,0.008731,ESO218-G008,SN2016cdd,Ib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,12:31:53.64,-51:44:50.83,P100,,,--,--
SN2016bsb,0.02,ANON,SN2016bsb,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,11:34:27.59,+11:41:55.02,P100,,,--,--
SN2016hwn,0.021451,KUG1201+220,SN2016hwn,IIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,12:04:16.881,+21:48:01.84,P100,,,--,--
SN2016blt,0.016,ESO271-G26,SN2016blt,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,14:15:45.76,-47:38:15.00,P100,,,--,--
SMT16atf,0.014,ANON,SMT16atf,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,13:29:55.90,-32:08:26.5,P100,,,--,--
SN2016aiy,0.01,ESO323-G084,SN2016aiy,IIn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0, , ,13:08:25.400,-41:58:50.10,P100,,,--,--
ASASSN15db,0.0108182,NGC5996,ASASSN15db,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15:46:58.71,+17:53:01.84,15:46:58.690,+17:53:02.55,P101,,,--,--
SN2005al,0.0124019,NGC5304,SN2005al,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13:50:00.90,-30:34:37.82,13:50:01.497,-30:34:42.22,P101,,,--,--
SN2005iq,0.0340436,MCG-03-01-08,SN2005iq,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23:58:32.20,-18:42:40.01,23:58:32.50,-18:42:33.0,P101,,,--,--
SN2006bh,0.0108475,NGC7329,SN2006bh,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22:40:17.56,-66:28:58.44,22:40:16.10,-66:29:06.3,P101,,,--,--
SN2006dd,0.0058710,NGC1316,SN2006dd,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,03:22:42.38,-37:12:22.46,03:22:41.64,-37:12:13.2,P101,,,--,--
SN2007ai,0.0316619,MCG-04-38-04,SN2007ai,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16:12:53.46,-21:37:35.77,16:12:53.74,-21:37:48.7,P101,,,--,--
SN2007st,0.0211813,NGC692,SN2007st,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,01:48:41.97,-48:38:52.95,01:48:42.47,-48:38:57.8,P101,,,--,--
SN2008cc,0.0103939,ESO107-G4,SN2008cc,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,21:03:29.77,-67:10:51.74,21:03:29.62,-67:11:01.1,P101,,,--,--
SN2008fl,0.0199138,NGC6805,SN2008fl,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19:36:45.54,-37:33:12.65,19:36:44.84,-37:33:04.5,P101,,,--,--
SN2008fu,0.0524063,ESO480-IG21,SN2008fu,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,03:02:28.69,-24:27:19.86,03:02:28.50,-24:27:21.5,P101,,,--,--
SN2008gg,0.0320155,NGC539,SN2008gg,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,01:25:22.53,-18:10:06.47,01:25:23.04,-18:10:20.8,P101,,,--,--
SN2006hb,0.015344,MCG-04-12-34,SN2006hb,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,05:02:01.01,-21:08:03.05,05:02:01.28,-21:07:55.1,P101,,,--,--
SN2008bq,0.034007,ESO308-G25,SN2008bq,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,06:41:03.79,-38:02:08.07,06:41:02.51,-38:02:19.0,P101,,,--,--
SN2008O,0.038857,ESO256-G11,SN2008O,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,06:57:35.14,-45:48:41.38,06:57:34.46,-45:48:44.3,P101,,,--,--
SN2009ag,0.00864,ESO492-G2,SN2009ag,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,07:11:40.41,-26:41:25.10,07:11:40.81,-26:41:06.3,P101,,,--,--
SN2007as,0.017572,ESO018-G018,SN2007as,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,09:27:38.40,-80:10:42.55,09:27:36.01,-80:10:39.2,P101,,,--,--
SN2017ffq,0.012719,2MASXJ17401447-5825586,SN2017ffq,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17:40:14.502,-58:25:57.11,17:40:14.662,-58:25:57.36,P101,,,--,--
SN2017bif,0.0192,2MASXJ17262669-6032500,SN2017bif,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17:26:27.119,-60:32:39.73,17:26:27.120,-60:32:39.73,P101,,,--,--
SN2017fwm,0.015557,ESO141-IG32,SN2017fwm,Ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19:12:51.968,-60:22:58.37,19:12:51.960,-60:22:58.37,P101,,,--,--
SN2017ahn,0.009255,NGC3318,SN2017ahn,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10:37:17.450,-41:37:05.27,10:37:17.450,-41:37:05.27,P101,,,--,--
